I,'ID',STAT,AREA,ZONE,      PL,        QL,        IP,        IQ,        YP,        YQ, OWNER,SCALE,INTRPT,  DGENP,     DGENQ, DGENM
 5064,'1 ',1,   5,  17,   100.572,    21.836,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5070,'1 ',1,   5,  17,    97.421,    21.151,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5071,'1 ',1,   5,  13,    31.347,     6.806,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5071,'2 ',1,   5,  13,    65.369,    14.192,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5072,'1 ',1,   5,  16,    94.398,    20.495,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5073,'1 ',1,   5,  15,    11.530,     2.503,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5074,'1 ',1,   5,  16,    41.468,     9.003,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5075,'1 ',1,   5,  18,     1.010,     0.219,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5075,'2 ',1,   5,  18,     4.158,     0.903,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5077,'1 ',1,   5,  16,    24.136,     5.240,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5078,'1 ',1,   5,  17,    86.682,    18.820,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5079,'1 ',1,   5,  13,    49.838,    10.820,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5080,'1 ',1,   5,  13,    11.224,     2.437,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5080,'2 ',1,   5,  13,     7.204,     1.564,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5080,'3 ',1,   5,  13,    30.658,     6.656,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5081,'1 ',1,   5,  13,   117.227,    25.452,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5082,'1 ',1,   5,  17,   133.392,    28.961,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5084,'1 ',1,   5,  16,   292.584,    63.524,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5085,'1 ',1,   5,  17,    66.950,    14.536,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5086,'1 ',1,   5,  17,   120.112,    26.078,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5087,'1 ',1,   5,  14,     5.391,     1.170,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5090,'1 ',1,   5,  16,   141.911,    30.811,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5091,'1 ',1,   5,  14,     6.961,     1.511,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5092,'1 ',1,   5,  14,    23.001,     4.994,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5093,'1 ',1,   5,  17,    62.620,    13.596,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5094,'1 ',1,   5,  14,     3.477,     0.755,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5095,'1 ',1,   5,  17,    42.078,     9.136,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5096,'1 ',1,   5,  16,    80.567,    17.492,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5097,'1 ',1,   5,  17,   107.756,    23.395,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5098,'1 ',1,   5,  17,    87.508,    18.999,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5098,'2 ',1,   5,  17,   116.362,    25.264,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5099,'1 ',1,   5,  17,    88.264,    19.163,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5100,'1 ',1,   5,  16,    29.292,     6.360,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5101,'1 ',1,   5,  15,    29.539,     6.413,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5103,'1 ',1,   5,  16,   172.295,    37.408,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5103,'2 ',1,   5,  16,   133.721,    29.033,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5104,'1 ',1,   5,  17,   103.121,    22.389,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5105,'1 ',1,   5,  17,   137.377,    29.827,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5108,'1 ',1,   5,  17,    52.355,    11.367,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5109,'1 ',1,   5,  16,    70.443,    15.294,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5110,'1 ',1,   5,  12,     4.491,     0.975,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5111,'1 ',1,   5,  16,    48.601,    10.552,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5112,'1 ',1,   5,  18,    18.596,     4.038,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5113,'1 ',1,   5,  17,    28.165,     6.115,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5114,'1 ',1,   5,  16,    74.315,    16.135,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5115,'1 ',1,   5,  16,    23.138,     5.023,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5116,'1 ',1,   5,  16,   184.737,    40.109,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5117,'1 ',1,   5,  17,   167.409,    36.347,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5118,'1 ',1,   5,  15,    11.287,     2.451,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5119,'1 ',1,   5,  12,     5.739,     1.246,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5121,'1 ',1,   5,  15,   100.036,    21.719,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5122,'1 ',1,   5,  16,    84.818,    18.415,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5124,'1 ',1,   5,  13,    34.836,     7.563,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5125,'1 ',1,   5,  17,    88.632,    19.243,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5126,'1 ',1,   5,  16,   216.914,    47.095,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5126,'2 ',1,   5,  16,     9.126,     1.981,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5127,'1 ',1,   5,  18,     2.098,     0.456,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5127,'2 ',1,   5,  18,     2.979,     0.647,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5128,'1 ',1,   5,  16,   118.119,    25.645,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5129,'1 ',1,   5,  18,     5.536,     1.202,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5129,'2 ',1,   5,  18,    13.898,     3.018,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5130,'1 ',1,   5,  16,   130.221,    28.273,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5132,'1 ',1,   5,  13,   133.783,    29.046,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5133,'1 ',1,   5,  18,    15.867,     3.445,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5134,'1 ',1,   5,  15,    35.204,     7.643,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5135,'1 ',1,   5,  15,    12.677,     2.752,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5135,'2 ',1,   5,  15,    23.333,     5.066,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5136,'1 ',1,   5,  16,    15.582,     3.383,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5138,'1 ',1,   5,  13,   137.084,    29.763,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5139,'1 ',1,   5,  16,   112.729,    24.475,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5140,'1 ',1,   5,  13,    11.283,     2.450,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5141,'1 ',1,   5,  16,    12.908,     2.802,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5141,'2 ',1,   5,  16,    46.318,    10.056,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5142,'1 ',1,   5,  13,    20.272,     4.401,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5143,'1 ',1,   5,  17,    59.833,    12.991,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5143,'2 ',1,   5,  17,    54.285,    11.786,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5144,'1 ',1,   5,  13,    95.824,    20.805,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5145,'1 ',1,   5,  17,   153.801,    33.392,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5146,'1 ',1,   5,  16,   118.433,    25.713,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5147,'1 ',1,   5,  16,   141.093,    30.633,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5148,'1 ',1,   5,  17,   108.845,    23.632,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5149,'1 ',1,   5,  16,   119.341,    25.911,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5150,'1 ',1,   5,  12,     0.572,     0.124,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5150,'2 ',1,   5,  12,     1.648,     0.358,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5150,'3 ',1,   5,  12,     3.148,     0.683,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5151,'1 ',1,   5,  18,     6.957,     1.510,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5152,'1 ',1,   5,  16,    79.584,    17.279,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5153,'1 ',1,   5,  12,    20.855,     4.528,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5154,'1 ',1,   5,  18,     6.268,     1.361,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5154,'2 ',1,   5,  18,    14.063,     3.053,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5155,'1 ',1,   5,  12,     4.835,     1.050,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5156,'1 ',1,   5,  15,     8.112,     1.761,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5157,'1 ',1,   5,  17,   191.353,    41.545,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5158,'1 ',1,   5,  16,   219.494,    47.655,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5159,'1 ',1,   5,  13,    10.069,     2.186,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5159,'2 ',1,   5,  13,     8.911,     1.935,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5160,'1 ',1,   5,  17,    77.447,    16.815,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5161,'1 ',1,   5,  16,   260.547,    56.568,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5162,'1 ',1,   5,  14,     8.734,     1.896,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5163,'1 ',1,   5,  13,    19.775,     4.293,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5165,'1 ',1,   5,  17,    72.467,    15.733,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5168,'1 ',1,   5,  16,   164.003,    35.607,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5171,'1 ',1,   5,  14,     1.390,     0.302,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5172,'1 ',1,   5,  12,    96.881,    21.034,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5173,'1 ',1,   5,  16,   177.945,    38.634,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5174,'1 ',1,   5,  14,     3.598,     0.781,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5174,'2 ',1,   5,  14,     2.044,     0.444,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5175,'1 ',1,   5,  17,   154.862,    33.623,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5176,'1 ',1,   5,  12,     9.529,     2.069,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5177,'1 ',1,   5,  17,   119.251,    25.891,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5178,'1 ',1,   5,  16,   109.565,    23.788,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5180,'1 ',1,   5,  14,     5.176,     1.124,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5180,'2 ',1,   5,  14,   110.137,    23.912,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5181,'1 ',1,   5,  16,   232.574,    50.495,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5182,'1 ',1,   5,  13,     4.988,     1.083,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5183,'1 ',1,   5,  16,   181.515,    39.409,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5184,'1 ',1,   5,  17,     7.842,     1.703,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5184,'2 ',1,   5,  17,    96.861,    21.030,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5185,'1 ',1,   5,  17,    33.559,     7.286,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5186,'1 ',1,   5,  17,    32.600,     7.078,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5187,'1 ',1,   5,  12,    20.107,     4.366,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5188,'1 ',1,   5,  16,    84.591,    18.366,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5189,'1 ',1,   5,  16,   102.882,    22.337,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5190,'1 ',1,   5,  12,     4.404,     0.956,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5191,'1 ',1,   5,  18,     9.889,     2.147,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5193,'1 ',1,   5,  13,     1.699,     0.369,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5193,'2 ',1,   5,  13,   174.178,    37.817,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5194,'1 ',1,   5,  17,    77.004,    16.719,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5195,'1 ',1,   5,  17,    72.110,    15.656,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5199,'1 ',1,   5,  17,    31.755,     6.894,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5200,'1 ',1,   5,  12,    86.588,    18.799,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5201,'1 ',1,   5,  14,     6.280,     1.363,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5202,'1 ',1,   5,  14,    11.275,     2.448,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5203,'1 ',1,   5,  16,   191.851,    41.653,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5209,'1 ',1,   5,  18,     4.686,     1.017,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5210,'1 ',1,   5,  17,    51.725,    11.230,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5211,'1 ',1,   5,  14,     9.012,     1.957,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5212,'1 ',1,   5,  14,    44.228,     9.602,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5213,'1 ',1,   5,  16,   120.190,    26.095,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5214,'1 ',1,   5,  16,   133.243,    28.929,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5215,'1 ',1,   5,  16,    26.070,     5.660,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5216,'1 ',1,   5,  17,    86.890,    18.865,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5217,'1 ',1,   5,  17,   130.933,    28.427,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5218,'1 ',1,   5,  17,    51.279,    11.133,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5219,'1 ',1,   5,  14,    17.418,     3.782,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5220,'1 ',1,   5,  17,    52.833,    11.471,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5221,'1 ',1,   5,  13,   119.133,    25.866,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5222,'1 ',1,   5,  14,    25.847,     5.612,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5222,'2 ',1,   5,  14,    17.406,     3.779,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5223,'1 ',1,   5,  14,    45.406,     9.858,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5224,'1 ',1,   5,  16,   202.108,    43.880,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5225,'1 ',1,   5,  16,    17.042,     3.700,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5226,'1 ',1,   5,  15,     7.164,     1.555,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5227,'1 ',1,   5,  16,    92.500,    20.083,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5228,'1 ',1,   5,  16,   105.963,    23.006,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5229,'1 ',1,   5,  16,    57.347,    12.451,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5230,'1 ',1,   5,  16,    86.615,    18.805,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5231,'1 ',1,   5,  18,    19.489,     4.231,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5232,'1 ',1,   5,  17,    65.216,    14.159,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5233,'1 ',1,   5,  17,   128.901,    27.986,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5234,'1 ',1,   5,  16,   186.170,    40.420,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5235,'1 ',1,   5,  13,    26.583,     5.771,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5244,'1 ',1,   5,  17,    84.995,    18.453,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5245,'1 ',1,   5,  17,   181.343,    39.372,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5246,'1 ',1,   5,  18,    27.683,     6.010,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5247,'1 ',1,   5,  18,     4.256,     0.924,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5248,'1 ',1,   5,  17,   131.830,    28.622,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5249,'1 ',1,   5,  17,   149.659,    32.493,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5250,'1 ',1,   5,  16,   215.439,    46.775,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5251,'1 ',1,   5,  17,   160.676,    34.885,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5252,'1 ',1,   5,  16,   105.447,    22.894,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5253,'1 ',1,   5,  17,   165.315,    35.892,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5254,'1 ',1,   5,  17,   108.242,    23.501,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5255,'1 ',1,   5,  12,    12.301,     2.671,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5256,'1 ',1,   5,  14,     1.699,     0.369,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5257,'1 ',1,   5,  14,    12.919,     2.805,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5258,'1 ',1,   5,  16,   130.745,    28.387,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5259,'1 ',1,   5,  16,    12.019,     2.609,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5264,'1 ',1,   5,  15,    15.824,     3.436,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5265,'1 ',1,   5,  17,   135.643,    29.450,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5266,'1 ',1,   5,  17,   177.635,    38.567,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5267,'1 ',1,   5,  13,     3.766,     0.818,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5267,'2 ',1,   5,  13,    36.437,     7.911,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5267,'3 ',1,   5,  13,    11.107,     2.411,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5268,'1 ',1,   5,  16,    42.063,     9.132,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5269,'1 ',1,   5,  17,   113.480,    24.638,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5270,'1 ',1,   5,  13,     3.974,     0.863,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5270,'2 ',1,   5,  13,    25.267,     5.486,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5271,'1 ',1,   5,  13,    13.057,     2.835,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5272,'1 ',1,   5,  16,    10.845,     2.355,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5272,'2 ',1,   5,  16,    13.726,     2.980,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5273,'1 ',1,   5,  17,   151.377,    32.866,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5274,'1 ',1,   5,  16,    15.488,     3.363,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5275,'1 ',1,   5,  14,     6.201,     1.346,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5276,'1 ',1,   5,  14,    13.757,     2.987,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5277,'1 ',1,   5,  16,   136.767,    29.694,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5278,'1 ',1,   5,  13,    66.152,    14.362,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5280,'1 ',1,   5,  13,     0.000,     0.000,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5280,'2 ',1,   5,  13,   123.499,    26.813,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5284,'1 ',1,   5,  16,    58.263,    12.650,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5285,'1 ',1,   5,  12,    13.248,     2.876,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5286,'1 ',1,   5,  18,    35.235,     7.650,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5286,'2 ',1,   5,  18,     3.316,     0.720,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
 5286,'3 ',1,   5,  18,     0.830,     0.180,     0.000,     0.000,     0.000,     0.000,   1,1, 0,     0.000,     0.000, 1
