   I,'NAME        ', BASKV, IDE,AREA,ZONE,OWNER, VM,        VA,    NVHI,   NVLO,   EVHI,   EVLO
 5431,'ROCKWALL 2 0', 161.0000,1,   5,  16,   1,1.00641418, -56.284611, 1.10000, 0.90000, 1.10000, 0.90000
 5432,'WEATHERFOR~3', 161.0000,1,   5,  12,   1,0.99797505, -46.345282, 1.10000, 0.90000, 1.10000, 0.90000
 5433,'FORT WORT~23', 161.0000,1,   5,  17,   1,1.00302839, -54.881823, 1.10000, 0.90000, 1.10000, 0.90000
 5434,'NEWARK 0    ', 161.0000,1,   5,  17,   1,1.02208078, -50.879817, 1.10000, 0.90000, 1.10000, 0.90000
 5435,'SANTO 0     ', 161.0000,1,   5,  12,   1,1.01064873, -33.522937, 1.10000, 0.90000, 1.10000, 0.90000
 5436,'DALLAS 18 0 ', 161.0000,1,   5,  16,   1,1.01925159, -57.843465, 1.10000, 0.90000, 1.10000, 0.90000
 5437,'ELM MOTT 0  ', 161.0000,1,   5,  13,   1,0.99495721, -45.525994, 1.10000, 0.90000, 1.10000, 0.90000
 5438,'FORT WORTH~9', 161.0000,1,   5,  17,   1,1.00854254, -53.113521, 1.10000, 0.90000, 1.10000, 0.90000
 5439,'WAXAHACHIE~1', 161.0000,1,   5,  14,   1,1.00165868, -49.017105, 1.10000, 0.90000, 1.10000, 0.90000
 5440,'ARLINGTON~11', 161.0000,1,   5,  17,   1,1.00620651, -55.125326, 1.10000, 0.90000, 1.10000, 0.90000
 5441,'FORT WORT~13', 161.0000,1,   5,  17,   1,1.00878799, -50.331029, 1.10000, 0.90000, 1.10000, 0.90000
 5442,'FORT WORT~27', 161.0000,1,   5,  17,   1,1.00539219, -53.416181, 1.10000, 0.90000, 1.10000, 0.90000
 5443,'FORT WORTH~3', 161.0000,1,   5,  17,   1,1.01495337, -52.450877, 1.10000, 0.90000, 1.10000, 0.90000
 5444,'MIDLOTHIAN~1', 500.0000,2,   5,  17,   1,1.00999999, -43.795740, 1.10000, 0.90000, 1.10000, 0.90000
 5445,'MIDLOTHIAN~2', 161.0000,1,   5,  17,   1,1.00140965, -47.779120, 1.10000, 0.90000, 1.10000, 0.90000
 5446,'HEWITT 0    ', 161.0000,1,   5,  13,   1,1.02144575, -40.462314, 1.10000, 0.90000, 1.10000, 0.90000
 5447,'ARLINGTON ~9', 161.0000,1,   5,  17,   1,0.99376863, -52.639732, 1.10000, 0.90000, 1.10000, 0.90000
 5448,'GRAND PRAI~3', 500.0000,1,   5,  17,   1,1.00644779, -48.282061, 1.10000, 0.90000, 1.10000, 0.90000
 5449,'GRAND PRAI~4', 161.0000,1,   5,  17,   1,1.02153790, -52.553514, 1.10000, 0.90000, 1.10000, 0.90000
 5450,'MELISSA 0   ', 161.0000,1,   5,  16,   1,0.98958623, -54.823726, 1.10000, 0.90000, 1.10000, 0.90000
 5451,'COPPERAS C~1', 500.0000,1,   5,  13,   1,1.00463045, -38.188527, 1.10000, 0.90000, 1.10000, 0.90000
 5452,'COPPERAS C~2', 161.0000,1,   5,  13,   1,1.00110579, -39.502221, 1.10000, 0.90000, 1.10000, 0.90000
 5453,'CLEBURNE 1 0', 161.0000,1,   5,  17,   1,0.99598706, -48.970595, 1.10000, 0.90000, 1.10000, 0.90000
 5454,'GREENVILLE~5', 161.0000,2,   5,  16,   1,1.00617993, -52.869930, 1.10000, 0.90000, 1.10000, 0.90000
 5455,'ALVORD 0    ', 161.0000,1,   5,  12,   1,0.98013520, -39.369589, 1.10000, 0.90000, 1.10000, 0.90000
 5456,'GORMAN 0    ', 161.0000,2,   5,  15,   1,1.00348794, -17.425568, 1.10000, 0.90000, 1.10000, 0.90000
 5457,'COLLEYVILL~1', 161.0000,1,   5,  17,   1,0.99786425, -54.411701, 1.10000, 0.90000, 1.10000, 0.90000
 5458,'HOLLAND 0   ', 161.0000,1,   5,  13,   1,1.00323570, -44.089981, 1.10000, 0.90000, 1.10000, 0.90000
 5459,'HOLLAND 1   ', 115.0000,1,   5,  13,   1,1.00279260, -44.188756, 1.10000, 0.90000, 1.10000, 0.90000
 5460,'HOLLAND 2   ', 115.0000,1,   5,  13,   1,0.98297226, -47.874719, 1.10000, 0.90000, 1.10000, 0.90000
 5461,'TEMPLE 3 0  ', 161.0000,1,   5,  13,   1,1.00153971, -43.341184, 1.10000, 0.90000, 1.10000, 0.90000
 5462,'DALLAS 34 0 ', 161.0000,1,   5,  16,   1,1.00314176, -55.563538, 1.10000, 0.90000, 1.10000, 0.90000
 5463,'IRVING 4 0  ', 161.0000,1,   5,  17,   1,0.99739945, -56.561227, 1.10000, 0.90000, 1.10000, 0.90000
 5464,'FRISCO 2 0  ', 500.0000,1,   5,  16,   1,1.00545371, -49.445850, 1.10000, 0.90000, 1.10000, 0.90000
 5465,'FRISCO 2 1  ', 161.0000,1,   5,  16,   1,1.01238656, -53.950612, 1.10000, 0.90000, 1.10000, 0.90000
 5466,'GATESVILLE~3', 161.0000,1,   5,  13,   1,0.99894655, -42.362848, 1.10000, 0.90000, 1.10000, 0.90000
 5467,'DALLAS 25 0 ', 161.0000,1,   5,  16,   1,1.01267028, -57.342163, 1.10000, 0.90000, 1.10000, 0.90000
 5468,'DALLAS 37 0 ', 161.0000,1,   5,  17,   1,1.00472438, -55.783330, 1.10000, 0.90000, 1.10000, 0.90000
 5469,'FORT WORT~11', 161.0000,1,   5,  17,   1,1.00626552, -53.106722, 1.10000, 0.90000, 1.10000, 0.90000
 5470,'WOODWAY 0   ', 161.0000,1,   5,  13,   1,1.02145100, -41.515027, 1.10000, 0.90000, 1.10000, 0.90000
 5471,'MINGUS 0    ', 161.0000,1,   5,  12,   1,1.01402426, -31.938972, 1.10000, 0.90000, 1.10000, 0.90000
 5472,'THROCKMORT~1', 161.0000,2,   5,  15,   1,1.00000000, -10.166156, 1.10000, 0.90000, 1.10000, 0.90000
 5473,'NEMO 0      ', 161.0000,1,   5,  18,   1,0.98849767, -41.462954, 1.10000, 0.90000, 1.10000, 0.90000
 5474,'ABBOTT 0    ', 161.0000,1,   5,  14,   1,0.99566078, -45.434118, 1.10000, 0.90000, 1.10000, 0.90000
 5475,'ALVARADO 0  ', 161.0000,1,   5,  17,   1,1.00337994, -52.655520, 1.10000, 0.90000, 1.10000, 0.90000
 5476,'CORSICANA ~1', 161.0000,1,   5,  14,   1,0.99013287, -50.811502, 1.10000, 0.90000, 1.10000, 0.90000
 5477,'HARKER HEI~1', 161.0000,1,   5,  13,   1,0.99578476, -45.873886, 1.10000, 0.90000, 1.10000, 0.90000
 5478,'IRVING 3 0  ', 161.0000,1,   5,  17,   1,1.00259900, -55.821545, 1.10000, 0.90000, 1.10000, 0.90000
 5479,'BURLESON 0  ', 500.0000,1,   5,  17,   1,0.99503648, -44.849614, 1.10000, 0.90000, 1.10000, 0.90000
 5480,'BURLESON 1  ', 161.0000,1,   5,  17,   1,0.99473298, -49.310943, 1.10000, 0.90000, 1.10000, 0.90000
 5481,'FORT WORT~21', 161.0000,1,   5,  17,   1,0.98995697, -50.510779, 1.10000, 0.90000, 1.10000, 0.90000
 5482,'DALLAS 23 0 ', 161.0000,1,   5,  16,   1,1.02259552, -58.294592, 1.10000, 0.90000, 1.10000, 0.90000
 5483,'NORTH RICH~1', 161.0000,1,   5,  17,   1,1.01523507, -52.934639, 1.10000, 0.90000, 1.10000, 0.90000
 5484,'CROSS PLAI~1', 161.0000,1,   5,  15,   1,0.99260646, -18.104834, 1.10000, 0.90000, 1.10000, 0.90000
 5485,'BLOOMING G~1', 161.0000,1,   5,  14,   1,1.01268053, -46.640818, 1.10000, 0.90000, 1.10000, 0.90000
 6001,'CONVERSE 0  ', 115.0000,1,   6,  22,   1,1.02372193, -50.155442, 1.10000, 0.90000, 1.10000, 0.90000
 6002,'SAN ANTON~63', 115.0000,1,   6,  26,   1,1.00004768, -49.330833, 1.10000, 0.90000, 1.10000, 0.90000
 6003,'BASTROP 0   ', 500.0000,2,   6,  25,   1,1.02899420, -36.684632, 1.10000, 0.90000, 1.10000, 0.90000
 6004,'BASTROP 1   ', 230.0000,2,   6,  25,   1,1.02663648, -38.172063, 1.10000, 0.90000, 1.10000, 0.90000
 6005,'BASTROP 2   ', 115.0000,2,   6,  25,   1,1.02633631, -42.583252, 1.10000, 0.90000, 1.10000, 0.90000
 6006,'BASTROP 3   ',  13.8000,2,   6,  25,   1,1.03999996, -35.204984, 1.10000, 0.90000, 1.10000, 0.90000
 6007,'BASTROP 4   ',  13.8000,2,   6,  25,   1,1.02900708, -36.635110, 1.10000, 0.90000, 1.10000, 0.90000
 6008,'BASTROP 5   ',  13.8000,2,   6,  25,   1,1.03999996, -35.069722, 1.10000, 0.90000, 1.10000, 0.90000
 6009,'BASTROP 6   ',  13.8000,2,   6,  25,   1,1.03999996, -33.976878, 1.10000, 0.90000, 1.10000, 0.90000
 6010,'BASTROP 7   ',  13.8000,2,   6,  25,   1,1.03999996, -34.806473, 1.10000, 0.90000, 1.10000, 0.90000
 6011,'MARION 2 0  ', 115.0000,1,   6,  22,   1,1.00575435, -44.538243, 1.10000, 0.90000, 1.10000, 0.90000
 6012,'PAIGE 0     ', 115.0000,1,   6,  25,   1,1.02999997, -45.905927, 1.10000, 0.90000, 1.10000, 0.90000
 6013,'SAN ANTON~59', 115.0000,1,   6,  26,   1,0.98128867, -50.811529, 1.10000, 0.90000, 1.10000, 0.90000
 6014,'WAELDER 0   ', 115.0000,1,   6,  24,   1,1.01685750, -44.767276, 1.10000, 0.90000, 1.10000, 0.90000
 6015,'ATASCOSA 0  ', 115.0000,1,   6,  26,   1,0.99349153, -48.235506, 1.10000, 0.90000, 1.10000, 0.90000
 6016,'SAN ANTON~57', 115.0000,1,   6,  26,   1,1.00201535, -49.051557, 1.10000, 0.90000, 1.10000, 0.90000
 6017,'CIBOLO 0    ', 115.0000,1,   6,  22,   1,0.99761707, -48.240909, 1.10000, 0.90000, 1.10000, 0.90000
 6018,'AUSTIN 6 0  ', 115.0000,1,   6,  23,   1,0.97334945, -47.583681, 1.10000, 0.90000, 1.10000, 0.90000
 6019,'AUSTIN 25 0 ', 115.0000,1,   6,  23,   1,0.96996087, -48.036751, 1.10000, 0.90000, 1.10000, 0.90000
 6020,'HORSESHOE ~1', 115.0000,1,   6,  23,   1,0.96452075, -36.697158, 1.10000, 0.90000, 1.10000, 0.90000
 6021,'LEANDER 1 0 ', 500.0000,1,   6,  23,   1,1.01039898, -37.916603, 1.10000, 0.90000, 1.10000, 0.90000
 6022,'LEANDER 1 1 ', 230.0000,1,   6,  23,   1,0.99504876, -41.549687, 1.10000, 0.90000, 1.10000, 0.90000
 6023,'LEANDER 1 2 ', 115.0000,1,   6,  23,   1,0.97557479, -46.285054, 1.10000, 0.90000, 1.10000, 0.90000
 6024,'AUSTIN 10 0 ', 115.0000,1,   6,  23,   1,0.99987310, -51.356503, 1.10000, 0.90000, 1.10000, 0.90000
 6025,'SAN ANTON~44', 115.0000,1,   6,  26,   1,1.02261686, -50.284146, 1.10000, 0.90000, 1.10000, 0.90000
 6026,'SAN ANTON~68', 115.0000,1,   6,  26,   1,0.99008042, -48.544651, 1.10000, 0.90000, 1.10000, 0.90000
 6027,'ELGIN 0     ', 115.0000,1,   6,  23,   1,1.01312840, -48.165681, 1.10000, 0.90000, 1.10000, 0.90000
 6028,'AUSTIN 31 0 ', 115.0000,1,   6,  23,   1,0.96827471, -48.350086, 1.10000, 0.90000, 1.10000, 0.90000
 6029,'RUNGE 0     ', 115.0000,2,   6,  24,   1,1.01359022, -33.632951, 1.10000, 0.90000, 1.10000, 0.90000
 6030,'YOAKUM 0    ', 230.0000,1,   6,  24,   1,1.00807679, -30.984764, 1.10000, 0.90000, 1.10000, 0.90000
 6031,'YOAKUM 1    ', 115.0000,1,   6,  24,   1,1.00345135, -34.000091, 1.10000, 0.90000, 1.10000, 0.90000
 6032,'AUSTIN 37 0 ', 115.0000,1,   6,  23,   1,0.95510876, -45.186991, 1.10000, 0.90000, 1.10000, 0.90000
 6033,'PFLUGERVIL~1', 500.0000,1,   6,  23,   1,1.00495505, -42.215463, 1.10000, 0.90000, 1.10000, 0.90000
 6034,'PFLUGERVIL~2', 230.0000,1,   6,  23,   1,0.98994982, -44.206750, 1.10000, 0.90000, 1.10000, 0.90000
 6035,'PFLUGERVIL~3', 115.0000,1,   6,  23,   1,0.97509927, -47.660264, 1.10000, 0.90000, 1.10000, 0.90000
 6036,'SAN ANTON~12', 230.0000,1,   6,  22,   1,1.00367141, -44.095397, 1.10000, 0.90000, 1.10000, 0.90000
 6037,'SAN ANTON~13', 115.0000,1,   6,  22,   1,0.99877578, -47.402025, 1.10000, 0.90000, 1.10000, 0.90000
 6038,'AUSTIN 3 0  ', 500.0000,1,   6,  23,   1,1.01408088, -38.589240, 1.10000, 0.90000, 1.10000, 0.90000
 6039,'AUSTIN 3 1  ', 230.0000,1,   6,  23,   1,0.98731452, -43.807013, 1.10000, 0.90000, 1.10000, 0.90000
 6040,'AUSTIN 3 2  ', 115.0000,1,   6,  23,   1,0.97211283, -47.736407, 1.10000, 0.90000, 1.10000, 0.90000
 6041,'AUSTIN 3 3  ',  13.8000,2,   6,  23,   1,1.01827729, -37.998514, 1.10000, 0.90000, 1.10000, 0.90000
 6042,'AUSTIN 3 4  ',  13.8000,2,   6,  23,   1,1.03999996, -33.207488, 1.10000, 0.90000, 1.10000, 0.90000
 6043,'SAN ANTON~67', 115.0000,1,   6,  26,   1,0.99245930, -47.424858, 1.10000, 0.90000, 1.10000, 0.90000
 6044,'SAN ANTON~20', 115.0000,1,   6,  26,   1,0.98472685, -50.061158, 1.10000, 0.90000, 1.10000, 0.90000
 6045,'SAN ANTON~21', 500.0000,1,   6,  26,   1,1.01477623, -40.422654, 1.10000, 0.90000, 1.10000, 0.90000
 6046,'SAN ANTON~22', 230.0000,1,   6,  26,   1,1.01018095, -43.052328, 1.10000, 0.90000, 1.10000, 0.90000
 6047,'SAN ANTON~23', 115.0000,1,   6,  26,   1,1.00409925, -48.836208, 1.10000, 0.90000, 1.10000, 0.90000
 6048,'SAN ANTON~24',  13.8000,1,   6,  26,   1,1.01477623, -40.422654, 1.10000, 0.90000, 1.10000, 0.90000
 6049,'SAN ANTON~25',  13.8000,1,   6,  26,   1,1.01477623, -40.422654, 1.10000, 0.90000, 1.10000, 0.90000
 6050,'SAN ANTON~26',  13.8000,1,   6,  26,   1,1.01477623, -40.422654, 1.10000, 0.90000, 1.10000, 0.90000
 6051,'SAN ANTON~27',  13.8000,2,   6,  26,   1,1.02213514, -39.622918, 1.10000, 0.90000, 1.10000, 0.90000
 6052,'SAN ANTON~28',  13.8000,1,   6,  26,   1,1.01477623, -40.422654, 1.10000, 0.90000, 1.10000, 0.90000
 6053,'SAN ANTON~29',  13.8000,2,   6,  26,   1,1.02314711, -39.501566, 1.10000, 0.90000, 1.10000, 0.90000
 6054,'SAN ANTON~30',  13.8000,2,   6,  26,   1,1.03043377, -38.681236, 1.10000, 0.90000, 1.10000, 0.90000
 6055,'BERGHEIM 0  ', 115.0000,1,   6,  26,   1,0.99597424, -48.781430, 1.10000, 0.90000, 1.10000, 0.90000
 6056,'NEW BRAUNF~9', 500.0000,1,   6,  22,   1,1.02046514, -37.616983, 1.10000, 0.90000, 1.10000, 0.90000
 6057,'NEW BRAUN~10', 230.0000,1,   6,  22,   1,1.01181400, -41.053282, 1.10000, 0.90000, 1.10000, 0.90000
 6058,'NEW BRAUN~11', 115.0000,1,   6,  22,   1,1.00219178, -43.970996, 1.10000, 0.90000, 1.10000, 0.90000
 6059,'D HANIS 0   ', 115.0000,1,   6,  26,   1,1.01877356, -36.578347, 1.10000, 0.90000, 1.10000, 0.90000
 6060,'SAN ANTON~36', 115.0000,1,   6,  26,   1,0.99585885, -50.954523, 1.10000, 0.90000, 1.10000, 0.90000
 6061,'AUSTIN 7 0  ', 115.0000,1,   6,  23,   1,0.96648335, -49.633021, 1.10000, 0.90000, 1.10000, 0.90000
 6062,'BRENHAM 0   ', 500.0000,1,   6,  25,   1,1.02023304, -39.389448, 1.10000, 0.90000, 1.10000, 0.90000
 6063,'BRENHAM 1   ', 230.0000,1,   6,  25,   1,1.01599133, -41.803609, 1.10000, 0.90000, 1.10000, 0.90000
 6064,'BRENHAM 2   ', 115.0000,1,   6,  25,   1,1.01127565, -44.362625, 1.10000, 0.90000, 1.10000, 0.90000
 6065,'BERTRAM 0   ', 115.0000,1,   6,  23,   1,0.96294695, -45.999005, 1.10000, 0.90000, 1.10000, 0.90000
 6066,'MARION 1 0  ', 500.0000,1,   6,  22,   1,1.02161181, -38.045182, 1.10000, 0.90000, 1.10000, 0.90000
 6067,'MARION 1 1  ', 230.0000,1,   6,  22,   1,1.01273239, -41.102753, 1.10000, 0.90000, 1.10000, 0.90000
 6068,'MARION 1 2  ', 115.0000,1,   6,  22,   1,1.00414073, -45.819822, 1.10000, 0.90000, 1.10000, 0.90000
 6069,'MARION 1 3  ',  18.0000,2,   6,  22,   1,1.02999997, -36.853915, 1.10000, 0.90000, 1.10000, 0.90000
 6070,'MARION 1 4  ',  18.0000,2,   6,  22,   1,1.02999997, -35.144035, 1.10000, 0.90000, 1.10000, 0.90000
 6071,'MARION 1 5  ',  18.0000,2,   6,  22,   1,1.02999997, -37.099405, 1.10000, 0.90000, 1.10000, 0.90000
 6072,'MARION 1 6  ',  18.0000,1,   6,  22,   1,1.02161181, -38.045182, 1.10000, 0.90000, 1.10000, 0.90000
 6073,'MARION 1 7  ',  18.0000,2,   6,  22,   1,1.02999997, -36.456585, 1.10000, 0.90000, 1.10000, 0.90000
 6074,'MARION 1 8  ',  18.0000,2,   6,  22,   1,1.02999997, -36.473166, 1.10000, 0.90000, 1.10000, 0.90000
 6075,'LA GRANGE 0 ', 500.0000,1,   6,  25,   1,1.02370441, -35.163480, 1.10000, 0.90000, 1.10000, 0.90000
 6076,'LA GRANGE 1 ', 230.0000,1,   6,  25,   1,1.02277362, -36.096423, 1.10000, 0.90000, 1.10000, 0.90000
 6077,'LA GRANGE 2 ', 115.0000,1,   6,  25,   1,1.01914930, -37.710233, 1.10000, 0.90000, 1.10000, 0.90000
 6078,'LA GRANGE 3 ',  22.0000,2,   6,  25,   1,1.01565289, -33.060346, 1.10000, 0.90000, 1.10000, 0.90000
 6079,'LA GRANGE 4 ',  22.0000,2,   6,  25,   1,1.02019298, -34.239667, 1.10000, 0.90000, 1.10000, 0.90000
 6080,'LA GRANGE 5 ',  22.0000,2,   6,  25,   1,1.01869178, -33.831423, 1.10000, 0.90000, 1.10000, 0.90000
 6081,'MARBLE FAL~1', 115.0000,1,   6,  23,   1,0.96526933, -34.089276, 1.10000, 0.90000, 1.10000, 0.90000
 6082,'MARBLE FAL~2',  13.8000,2,   6,  23,   1,0.98138666, -31.833668, 1.10000, 0.90000, 1.10000, 0.90000
 6083,'MARBLE FAL~3',  13.8000,2,   6,  23,   1,0.99565816, -29.203946, 1.10000, 0.90000, 1.10000, 0.90000
 6084,'ROUND ROCK~1', 115.0000,1,   6,  23,   1,0.98387843, -47.152126, 1.10000, 0.90000, 1.10000, 0.90000
 6085,'ROUND ROCK~2',  13.8000,2,   6,  23,   1,0.98398262, -46.870636, 1.10000, 0.90000, 1.10000, 0.90000
 6086,'ROUND ROCK~3',  13.8000,2,   6,  23,   1,0.98396760, -44.313400, 1.10000, 0.90000, 1.10000, 0.90000
 6087,'ROUND ROCK~4',  13.8000,1,   6,  23,   1,0.98387843, -47.152126, 1.10000, 0.90000, 1.10000, 0.90000
 6088,'ROUND ROCK~5',  13.8000,2,   6,  23,   1,0.98408473, -46.707545, 1.10000, 0.90000, 1.10000, 0.90000
 6089,'ROUND ROCK~6',  13.8000,2,   6,  23,   1,0.98409373, -45.569079, 1.10000, 0.90000, 1.10000, 0.90000
 6090,'ROUND ROCK~7',  13.8000,2,   6,  23,   1,0.98405915, -45.362520, 1.10000, 0.90000, 1.10000, 0.90000
 6091,'WIMBERLEY 0 ', 115.0000,1,   6,  23,   1,0.97929090, -50.803487, 1.10000, 0.90000, 1.10000, 0.90000
 6092,'GONZALES 0  ', 115.0000,1,   6,  24,   1,1.02742743, -42.699225, 1.10000, 0.90000, 1.10000, 0.90000
 6093,'SAN ANTON~11', 115.0000,1,   6,  22,   1,0.98897463, -49.351050, 1.10000, 0.90000, 1.10000, 0.90000
 6094,'SAN ANTON~15', 115.0000,1,   6,  22,   1,0.99771643, -48.745588, 1.10000, 0.90000, 1.10000, 0.90000
 6095,'HUTTO 0     ', 115.0000,1,   6,  23,   1,0.98262000, -50.157402, 1.10000, 0.90000, 1.10000, 0.90000
 6096,'LULING 0    ', 115.0000,1,   6,  24,   1,1.02693868, -46.306545, 1.10000, 0.90000, 1.10000, 0.90000
 6097,'SAN ANTON~32', 115.0000,1,   6,  26,   1,0.98635739, -50.024159, 1.10000, 0.90000, 1.10000, 0.90000
 6098,'AUSTIN 12 0 ', 115.0000,1,   6,  23,   1,0.96027780, -50.321979, 1.10000, 0.90000, 1.10000, 0.90000
 6099,'SAN ANTON~16', 115.0000,1,   6,  26,   1,0.98644996, -50.040370, 1.10000, 0.90000, 1.10000, 0.90000
 6100,'ADKINS 0    ', 115.0000,1,   6,  22,   1,0.99051011, -48.874351, 1.10000, 0.90000, 1.10000, 0.90000
 6101,'WINCHESTER 0', 500.0000,1,   6,  25,   1,1.02902949, -35.857796, 1.10000, 0.90000, 1.10000, 0.90000
 6102,'WINCHESTER 1', 230.0000,1,   6,  25,   1,1.02744234, -36.939459, 1.10000, 0.90000, 1.10000, 0.90000
 6103,'WINCHESTER 2', 115.0000,1,   6,  25,   1,1.02999997, -41.401171, 1.10000, 0.90000, 1.10000, 0.90000
 6104,'WINCHESTER 3',  13.8000,2,   6,  25,   1,1.03631353, -35.075289, 1.10000, 0.90000, 1.10000, 0.90000
 6105,'WINCHESTER 4',  13.8000,2,   6,  25,   1,1.03999996, -34.600932, 1.10000, 0.90000, 1.10000, 0.90000
 6106,'WINCHESTER 5',  13.8000,2,   6,  25,   1,1.03491056, -35.236843, 1.10000, 0.90000, 1.10000, 0.90000
 6107,'ROCKDALE 1 0', 500.0000,1,   6,  25,   1,1.02553570, -39.624919, 1.10000, 0.90000, 1.10000, 0.90000
 6108,'ROCKDALE 1 1', 230.0000,1,   6,  25,   1,1.01027834, -42.665723, 1.10000, 0.90000, 1.10000, 0.90000
 6109,'ROCKDALE 1 2', 115.0000,1,   6,  25,   1,1.00327814, -44.920170, 1.10000, 0.90000, 1.10000, 0.90000
 6110,'ROCKDALE 1 3',  13.8000,2,   6,  25,   1,1.03999996, -38.128923, 1.10000, 0.90000, 1.10000, 0.90000
 6111,'ROCKDALE 1 4',  13.8000,2,   6,  25,   1,1.03999996, -37.962956, 1.10000, 0.90000, 1.10000, 0.90000
 6112,'NATALIA 0   ', 115.0000,1,   6,  26,   1,0.98759556, -45.986871, 1.10000, 0.90000, 1.10000, 0.90000
 6113,'AUSTIN 20 0 ', 115.0000,1,   6,  23,   1,0.96690166, -48.689205, 1.10000, 0.90000, 1.10000, 0.90000
 6114,'SAN ANTON~60', 115.0000,1,   6,  26,   1,0.97837806, -51.454264, 1.10000, 0.90000, 1.10000, 0.90000
 6115,'SAN ANTON~69', 115.0000,1,   6,  22,   1,0.98702723, -50.497211, 1.10000, 0.90000, 1.10000, 0.90000
 6116,'TAYLOR 0    ', 115.0000,1,   6,  23,   1,0.97496241, -52.001495, 1.10000, 0.90000, 1.10000, 0.90000
 6117,'SMITHVILLE 0', 115.0000,1,   6,  25,   1,1.02653599, -42.302343, 1.10000, 0.90000, 1.10000, 0.90000
 6118,'CEDAR PARK 0', 500.0000,1,   6,  23,   1,1.01035166, -38.600548, 1.10000, 0.90000, 1.10000, 0.90000
 6119,'CEDAR PARK 1', 230.0000,1,   6,  23,   1,0.99018389, -43.592631, 1.10000, 0.90000, 1.10000, 0.90000
 6120,'CEDAR PARK 2', 115.0000,1,   6,  23,   1,0.97530341, -47.586792, 1.10000, 0.90000, 1.10000, 0.90000
 6121,'SAN ANTON~37', 115.0000,1,   6,  26,   1,0.99791110, -49.981634, 1.10000, 0.90000, 1.10000, 0.90000
 6122,'HALLETTSVI~1', 115.0000,1,   6,  24,   1,1.00622582, -37.780191, 1.10000, 0.90000, 1.10000, 0.90000
 6123,'AUSTIN 5 0  ', 115.0000,1,   6,  23,   1,0.96404582, -49.495437, 1.10000, 0.90000, 1.10000, 0.90000
 6124,'NEW BRAUN~12', 115.0000,1,   6,  22,   1,0.99324358, -46.579281, 1.10000, 0.90000, 1.10000, 0.90000
 6125,'SUTHERLAND~1', 115.0000,1,   6,  22,   1,0.98870975, -44.699145, 1.10000, 0.90000, 1.10000, 0.90000
 6126,'AUSTIN 34 0 ', 115.0000,1,   6,  23,   1,0.96978343, -48.312366, 1.10000, 0.90000, 1.10000, 0.90000
 6127,'CAMERON 0   ', 115.0000,1,   6,  25,   1,1.00288212, -44.980860, 1.10000, 0.90000, 1.10000, 0.90000
 6128,'SAN ANTON~49', 115.0000,1,   6,  26,   1,0.98015505, -51.281446, 1.10000, 0.90000, 1.10000, 0.90000
 6129,'MEDINA 0    ', 115.0000,1,   6,  26,   1,0.98596764, -47.482041, 1.10000, 0.90000, 1.10000, 0.90000
 6130,'MANCHACA 0  ', 115.0000,1,   6,  23,   1,0.97380984, -48.211362, 1.10000, 0.90000, 1.10000, 0.90000
 6131,'SPRING BRA~1', 115.0000,1,   6,  22,   1,0.97141445, -50.393969, 1.10000, 0.90000, 1.10000, 0.90000
 6132,'AUSTIN 19 0 ', 115.0000,1,   6,  23,   1,0.95844942, -49.068694, 1.10000, 0.90000, 1.10000, 0.90000
 6133,'FLATONIA 0  ', 115.0000,1,   6,  25,   1,1.01580310, -43.480441, 1.10000, 0.90000, 1.10000, 0.90000
 6134,'GRANGER 0   ', 115.0000,1,   6,  23,   1,1.00139773, -48.502324, 1.10000, 0.90000, 1.10000, 0.90000
 6135,'FAYETTEVIL~1', 115.0000,1,   6,  25,   1,1.00010693, -40.319908, 1.10000, 0.90000, 1.10000, 0.90000
 6136,'GEORGETOWN~2', 115.0000,1,   6,  23,   1,0.98774588, -49.882063, 1.10000, 0.90000, 1.10000, 0.90000
 6137,'AUSTIN 35 0 ', 115.0000,1,   6,  23,   1,0.95133829, -47.206064, 1.10000, 0.90000, 1.10000, 0.90000
 6138,'PIPE CREEK 0', 115.0000,1,   6,  26,   1,0.98913026, -50.735120, 1.10000, 0.90000, 1.10000, 0.90000
 6139,'RED ROCK 0  ', 115.0000,1,   6,  25,   1,1.00631404, -44.808206, 1.10000, 0.90000, 1.10000, 0.90000
 6140,'JARRELL 0   ', 115.0000,1,   6,  23,   1,1.00003791, -46.501799, 1.10000, 0.90000, 1.10000, 0.90000
 6141,'SAN ANTONI~1', 500.0000,1,   6,  22,   1,1.02271187, -37.549265, 1.10000, 0.90000, 1.10000, 0.90000
 6142,'SAN ANTONI~2', 230.0000,1,   6,  22,   1,1.01149821, -41.769315, 1.10000, 0.90000, 1.10000, 0.90000
 6143,'SAN ANTONI~3', 115.0000,1,   6,  22,   1,1.00715506, -46.134612, 1.10000, 0.90000, 1.10000, 0.90000
 6144,'SAN ANTONI~4',  13.8000,1,   6,  22,   1,1.02271187, -37.549265, 1.10000, 0.90000, 1.10000, 0.90000
 6145,'SAN ANTONI~5',  13.8000,2,   6,  22,   1,1.02999997, -33.215336, 1.10000, 0.90000, 1.10000, 0.90000
 6146,'SAN ANTONI~6',  13.8000,2,   6,  22,   1,1.02999997, -33.375228, 1.10000, 0.90000, 1.10000, 0.90000
 6147,'SAN ANTONI~7',  13.8000,2,   6,  22,   1,1.02999997, -35.282066, 1.10000, 0.90000, 1.10000, 0.90000
